	GO_ADRENAL_GLAND_DEVELOPMENT	GO_AMINOGLYCAN_CATABOLIC_PROCESS	GO_BICARBONATE_TRANSPORT	GO_CARDIAC_MUSCLE_CELL_PROLIFERATION	GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE	GO_COLLAGEN_CATABOLIC_PROCESS	GO_CONNECTIVE_TISSUE_DEVELOPMENT	GO_EAR_DEVELOPMENT	GO_EMBRYO_IMPLANTATION	GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_ENDOCRINE_HORMONE_SECRETION	GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	GO_IMMUNE_RESPONSE_TO_TUMOR_CELL	GO_INCLUSION_BODY_ASSEMBLY	GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM	GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	GO_ODONTOGENESIS	GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GO_PROTEIN_ACTIVATION_CASCADE	GO_PROTEIN_K11_LINKED_UBIQUITINATION	GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	GO_REGULATION_OF_MESODERM_DEVELOPMENT	GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	GO_REPLACEMENT_OSSIFICATION	GO_RESPONSE_TO_ATP	GO_TROPHOBLAST_CELL_MIGRATION	HALLMARK_ANGIOGENESIS
Patient_28_tumor	0.130808445633097	0.152704911922948	0.0367873960005085	0.0448004621460201	0.055678318764325	0.139047929293235	0.0799196841219207	0.0752704925065341	0.00919405694747318	0.234657502002517	0.0362095969056252	-0.0107826601954367	0.202163431474192	0.0547520604816509	0.411563746527415	0.310525891649532	0.0676527494188189	0.0242361819107966	0.00110635484672258	0.0793642445987693	0.0182083984237623	0.0885486857132652	0.158067028618093	0.268726519094098	0.0717659195702899	0.091146726920987	0.119014669513531	0.259576113676651	0.0178845234701149	-0.135382043773298	0.0100642444636356	0.019551855041997	0.0357475969228518	0.287933063391844	0.3297853668857
Patient_2_tumor	0.184930285699035	0.10599526139573	0.00943215728563599	0.0854826885837684	0.0801495610096378	0.125993641687298	0.0803735950190371	0.0893992620152181	0.0508202147943671	0.215881427195571	0.0739805532523902	0.00611104332779181	0.151817662851238	0.00100204398722474	0.410294777809526	0.296182057064753	0.0876649154498843	0.0699010097885388	-0.00852851300265677	0.146199833080512	0.0975666037006079	0.0386372950948649	0.13307807177596	0.249408093978643	0.0626175688425177	0.0304978064938011	0.101138771971267	0.291155458126658	-0.0211745261181178	-0.115778287586778	-0.053987382301252	0.0443082365778247	0.0144593303578029	0.289989116718397	0.224193066544633
Patient_10_tumor	0.155356571067787	0.0948273244178255	-0.0451568615317007	0.0450605572812388	0.103015309220115	0.0749316002933708	0.0910059700041011	0.0780618832789163	0.026846675110596	0.229976199343497	0.0680410300711662	-0.0660125290980455	0.179775825476667	-0.0250068315585362	0.315528796247608	0.275957200975926	0.114378649037051	-0.013898588505382	0.0324086710408915	0.14826529532745	0.106739161684546	0.0265129041860583	0.166898277340693	0.277415130989419	0.0522415861054416	0.018298206284265	0.103191677327468	0.326107087586417	-0.019046681794837	-0.122623759083187	-0.0702671342981048	0.05130241400525	-0.0352250018986698	0.253104585876083	0.28616288648679
Patient_11_tumor	0.168179217337873	0.20859506609733	4.88378436094918e-05	0.080758912613424	0.151583643532292	0.22171913902936	0.236528081459376	0.1483633317016	0.0409196086183485	0.300290769730534	0.123032520946056	0.00957148216857572	0.282104754441605	0.0847621060583069	0.337312955940127	0.334468277377137	0.0585430792471333	-0.000563025621540121	0.0207941134119239	0.0911984567698195	0.0371111411953666	0.017195461850281	0.243533648418278	0.280307407498199	0.12591329679314	0.11823512287225	0.186684604090708	0.297932018325264	0.0116115832656101	0.0162919733531982	0.0189652950614201	0.0981841498117788	0.00740671936202017	0.289496387773348	0.460026562155992
Patient_14_tumor	0.0771456975046918	0.000593705886501957	-0.00518062856611502	0.0255700646848096	-0.019072273943485	0.0777445592138707	0.028458273018947	0.0187966969343502	0.000135869091035923	0.172749886114432	0.00948431315882555	-0.0452348981318512	0.081318078745785	-0.0216868019238443	0.388206138878896	0.291478847011863	-0.011915895135042	0.0578755211788662	-0.0440621639287533	0.0451873566951248	0.0553773067945509	0.0833456184115909	0.101436199473444	0.199215640504548	-0.00708904244413918	0.0554985416497812	0.0233395853591815	0.265268811443499	-0.0658594900245049	-0.177616837207014	-0.0905400659351974	0.0279062865191927	0.0193572741149525	0.219258723967786	0.0498792004252497
Patient_17_tumor	0.0971956070552149	0.0410633566736061	0.00965317974221048	0.0502639810758826	-0.00615912490215989	0.10547845431334	0.0459195862047605	0.0324321472673295	0.00981904632522843	0.190216693859982	0.0163199485874739	-0.0402056082503126	0.105499523278083	-0.0104509124605331	0.414138089063433	0.287428593433226	-0.0076992933782266	0.0687765298408994	-0.0336639956662142	0.0630855262621639	0.081307172838257	0.0744524501292267	0.0942153951944727	0.203187883607999	0.0131597205549329	0.071390926037105	0.091532373412033	0.242962361727469	0.00145237675039444	-0.14997640306744	-0.0714379382974921	0.0258965915601247	0.0163903022531737	0.242279394958086	0.103994575913128
Patient_20_tumor	0.182471602702177	0.141402326996032	0.01075663775967	0.0736386855830965	0.0782473904172217	0.122484666520729	0.116718068235893	0.0971852802560757	0.0271680593237613	0.230092137652999	0.0672124039390845	-0.0315142835069747	0.194136364988314	0.0184565667482589	0.393536617402157	0.274019219995606	0.109944914186172	0.0591751141026099	0.0344322801945272	0.0902401509531594	0.0613898972745692	0.0424918367838136	0.157108480146563	0.27149943721567	0.0627136597592969	0.0366489105619022	0.12461882218424	0.288391585646846	0.0389713889671863	-0.1218798995334	-0.0409740674258377	0.0519637013373633	-0.00637050845142213	0.30641773735641	0.369886477698222
Patient_21_tumor	0.244555424758074	0.235387428443058	-0.0101920851053637	0.0760744301783141	0.147282638811931	0.170416889850495	0.23818048428923	0.146927208788621	0.0567573762742209	0.297296470863338	0.108493057493526	-0.020343230216105	0.280042328612052	0.0144120117440638	0.363081937638725	0.269139539700005	0.0702126338261234	-0.0146096894745631	0.0253950157348689	0.176698128084157	0.0911936477246975	0.0955026279579191	0.151837690967302	0.233877215486435	0.112580031729521	0.0322338159660069	0.191011348565668	0.284025030622817	0.0320511130626082	-0.0306797034447263	-0.0447013752908994	0.0935861289254911	-0.0192465511532121	0.29098816683975	0.488635509531396
Patient_22_tumor	0.206946330221907	0.144898022746435	0.0112162378717083	0.0850306907643101	0.0843852755105627	0.116146110015125	0.0989596419888849	0.0808500819224757	0.0360443871364906	0.250885524251368	0.065983703688798	-0.0559680536949487	0.18101289119609	0.0480038797288486	0.400294705869883	0.289753608409695	0.0649744971198392	0.0150770218514537	-0.0119002388547602	0.0699020976581159	0.0693122913215031	0.0255240825427934	0.168383260196992	0.278349495180755	0.0774703689048078	0.0618027920930457	0.154099885403453	0.270639630785916	0.00270797651488647	-0.127939490351642	-0.0123741073944189	0.0338341323164577	-0.0023681013197101	0.29676515452976	0.312254454739674
Patient_24_tumor	0.162433977193407	0.142568861839476	-0.022124945471785	0.0578996996502528	0.0964364647361116	0.104728125720098	0.126702132116983	0.0899562285539316	0.029419878530092	0.248067493212511	0.0583598695894704	-0.0496963339124477	0.185236993924562	-0.00567838579047698	0.340520380500735	0.305567062032041	0.0739870891649558	0.00290721795557229	0.0341441543076798	0.148660236686377	0.125234285112413	0.0326175164855298	0.159909011636722	0.272245446365998	0.0700899210774246	0.0150918035809092	0.170220708721575	0.320171062955985	0.0375825411677392	-0.123573836267141	-0.0653104795419364	0.0466187145147978	-0.0273813056672328	0.310584804541673	0.277178535988281
Patient_29_tumor	0.1193707656775	0.0450412230400497	-0.0530912155753687	0.00868090103427144	-0.00490304204755099	0.0551951977808488	0.0391897492210605	0.0268570010367078	0.044169788307819	0.178609401067118	0.0172322917040943	-0.0658671007461941	0.085761311869415	-0.035353423520572	0.348793986164532	0.263740319064555	0.0414838234915655	0.0709379204193574	-0.0224869407740525	0.094922488594805	0.0618925098227345	0.0789938307479824	0.147010193711396	0.19760419853404	-0.00743690776704501	0.0418847189273934	0.0150999554560286	0.263086219370747	-0.033351867554919	-0.124131150803255	-0.09276485281797	0.0183918066615648	0.0294278304543551	0.207709867198325	0.0650487889383879
Patient_31_tumor	0.130732888797518	0.132181357370008	-0.00230375211566349	0.02392053735818	0.0963291417867206	0.148916531489671	0.126901881860287	0.0621199155264505	0.0165842703229253	0.232909576077032	0.037912453729788	-0.0543578056641611	0.175518267076803	0.021650542297964	0.316684149108045	0.280648719657814	0.0757305463836882	0.0946337551915384	0.0158495199881998	0.0549676084672444	0.0285151666402008	0.0529157966905275	0.187990801632157	0.239999162283629	0.042905677371607	0.0296296994618536	0.1207205096274	0.282329092038772	0.00251056939206522	-0.180958048538484	-0.0346750409978895	0.0023948923221589	-0.0190246661075871	0.256343168022589	0.296486896975396
Patient_35_tumor	0.1787800944551	0.155619914424717	-0.00315395329076484	0.0585588469139909	0.0708319673808761	0.105187224219351	0.138353795208507	0.103779616010456	0.0282862607924756	0.262790463923871	0.036546132804231	-0.0582742838409307	0.230005175315944	0.044237445594145	0.360283589602102	0.276055811633707	0.0607547874337351	0.0668681587368844	-0.0528211188492326	0.0224622934789366	-0.0390620708908398	0.0525380920810219	0.175432877140942	0.30752440056018	0.0692025801982255	0.0524500057976611	0.171508813202029	0.297668996644424	-0.0146467181760451	-0.000591120685004947	-0.0364165552773073	0.0211221753111154	-0.0462250474340046	0.265678863067864	0.347662756950492
Patient_30_tumor	0.106425391738219	0.0831552437182313	0.0265090631743668	0.00837829563106333	0.0759425801575582	0.133950012882991	0.0859867020080394	0.0703690760808299	0.0110360058103168	0.231368909950209	0.0262935396554159	-0.0715980926326813	0.197958839147099	0.0261382462634543	0.371695475134971	0.282937346095133	0.0283785571476851	0.0230470129696135	-0.0205853228068401	0.0923851060632166	0.00673586850199215	0.0715034019042627	0.166508186569724	0.207392786543324	0.0481887975589535	0.076221839811302	0.0980397543196503	0.231291956667729	-0.029830366751182	-0.146332972580003	-0.033373224750161	0.00796876858878588	0.0143911338467593	0.259625207736589	0.26097010377346
Patient_34_tumor	0.208407283943071	0.166886353502435	0.00150843199867846	0.0761242811336824	0.108375024105916	0.154728677934018	0.16115760529824	0.114043113787851	0.0408917631767413	0.254368495088271	0.0697580223596238	-0.0226356270813959	0.233197054845207	0.0159763772578311	0.373900712298274	0.258413239654004	0.090066128617136	0.0592655242586847	0.0740853710074168	0.182660143907715	0.0385920836994827	0.101422260462179	0.194025359763414	0.233808614121455	0.0942128879862556	0.0634269032322387	0.130322520674931	0.286851025760094	0.0419075352936399	-0.126816751979123	-0.0440964390300902	0.0380716957441767	-0.020822380710573	0.307356972029364	0.395674756030591
PD1_10_PRE	0.0884752689902112	0.0828386607930072	-0.0247083369529261	0.0753229586832519	0.0572450059103292	0.105146552504037	0.0891830435310145	0.0801306357337836	0.0047869678762306	0.19131490918512	0.0366772787934538	-0.0487642311060665	0.14287377151069	0.102871609568294	0.280364626839494	0.265090332466777	0.0227221216960003	-0.0282611732622836	0.113072903964309	0.138479679441744	0.11568194379453	0.106098633204326	0.0871640771368247	0.249115169051624	0.0454427087672476	0.0580920429229735	0.0735376861844638	0.285055471584614	0	0.0868750049139295	0.0613898222063459	0.0187819029976998	0.0125529892932688	0.205536867465268	0.316085163706259
PD1_11_PRE	0.191101671559038	0.1422429313674	0.0520147065141211	0.149676170612023	0.168517119358471	0.256973077757657	0.107660264396487	0.152840147347001	0.0760602630693661	0.245234061890224	0.12721920533706	0.0304137578726535	0.169270552137976	0.109725609511276	0.341947466542761	0.301865006324982	0.118884736201404	0.040612912306306	0.129107033673554	0.200134487178712	0.0842773306512605	0.126583960701464	0.105480929780758	0.197451796290015	0.118255727722307	0.072889874734599	0.179938373402886	0.197849681312312	0	0.189859540942948	0.0516994543638557	0.110679233723416	0.0198988905536763	0.283146392255135	0.359044237784991
PD1_13_PRE	0.0977592474095263	0.0734245627738894	-0.00644831326849902	0.0565594604939127	0.103669219735839	0.119179989336326	0.0466207778868566	0.0909562427967166	0.021612635997763	0.201784289607035	0.0657762713082144	-0.0386630963415831	0.0919734269741546	0.112274471767568	0.26560414200468	0.270274347178481	0.0246756050468151	0.0258231218791122	-0.00976773298289201	0.107527851901755	0.0840096916829355	0.101485917842151	0.102997231940797	0.252271343346735	0.0478405367845259	0.0456296952559785	0.0963608516282788	0.253193542835449	0	0.112924811305658	0.0741673353037554	0.0340040134219991	-0.00627828165411118	0.250097659638095	0.301423611685684
PD1_16_PRE	0.256085039273221	0.143651611721496	0.00190009484139624	0.1042284967314	0.20195394297071	0.171844216380347	0.15883773779269	0.174202102981352	0.0720371418941141	0.242029276308308	0.157343153688177	0.0147336756608495	0.171407717750733	0.127800149190323	0.296382932946405	0.263459909863261	0.0974985498105082	-0.0265715922682158	0.0913982724294167	0.18465416288987	0.13948461104407	0.142958926898136	0.129273764416338	0.197229537227062	0.0887635126024205	0.10641971990119	0.128395274727879	0.242584843294339	0	0.109858150716176	0.0988215022633903	0.163766836676681	-0.0102561205252219	0.253566422030766	0.472184724003669
PD1_17_PRE	0.184842807938332	0.16224289374749	0.0186408008927288	0.102946274505692	0.134340073281993	0.114795943889806	0.209358255025101	0.148451817106676	0.0347264581665836	0.261043935840683	0.117494769208877	-0.0152060125373667	0.213837036343084	0.136915758735105	0.30255780400175	0.284571090984883	0.0571108264619998	0.00116849793361854	0.0305591747257474	0.126776312307716	0.180500190515464	0.136958156245663	0.116835533173933	0.24514531809195	0.0767971498806851	0.0773414091803068	0.121731537981446	0.258764683170113	0	0.0747252645736352	0.0945924620031404	0.119201010128858	0.0532013535154311	0.278832841557493	0.493522383937057
PD1_18_PRE	0.122621507456015	0.104713459570383	-0.00931995242331447	0.0791992658783485	0.151789905328783	0.103665846035227	0.144009100079645	0.132418225005647	0.00760106228508481	0.261977187614027	0.115318690077159	-0.0149638281222412	0.164019359145621	0.0979607761421156	0.320220159783852	0.273021244885692	0.0785225674829707	0.0133762042068961	0.062589690582373	0.149538969331734	0.0873008764076345	0.119095759588864	0.126457856295778	0.263498200668855	0.0578682684108225	0.0782178731520156	0.0630472477922618	0.240636261179797	0	0.0966954089194829	0.0674588906465034	0.091755763299428	0.0449893418928662	0.256525614164279	0.429552272914919
PD1_19_PRE	0.0296319532854429	0.0793705514790771	-0.0595508800541339	0.0584809331963412	0.0654680774511684	0.106155506472349	0.133177084001265	0.0824226813432744	-0.00790444565900332	0.216752657406978	0.065687537375196	-0.036715588348057	0.15760225801594	0.10709553724149	0.297566789639579	0.27487564147475	0.0134427287499925	0.0295080828729553	0.0382704878894905	0.130905067345961	0.0554902639059284	0.106770560553758	0.133258526845972	0.256346743357169	0.0476157959168367	0.0526836579946909	0.0280580440459086	0.243290666346598	0	0.071919819846605	0.0466850322184496	0.0538560937973808	0.0438553553261341	0.25184999253788	0.324903060663362
PD1_21_PRE	0.10671051503197	0.0916418625985092	-0.0425851133578026	0.0346067123156835	0.0951550916152169	0.143393374965788	0.0547438052640369	0.100664941050256	0.00322870733122097	0.227066785675661	0.0761627239727181	-0.0591610744657746	0.105329061742028	0.135348797862684	0.287764563889599	0.222542982562868	0.0706116550250281	-0.0294041431673375	-0.0598306046633152	0.110040298474847	0.0918636284413039	0.112030233228787	0.137740024131612	0.226524685515798	0.0286920982716845	0.111262467784063	0.0741926251300124	0.246784749666177	0	0.069863882494114	0.109972636592304	0.0511257472655131	0.0443834199738783	0.245964789564241	0.401011970417531
PD1_23_PRE	0.174431110473567	0.157576392261649	0.0262211827206997	0.0620071755165005	0.201687324186754	0.139554003785972	0.184438203331167	0.146417389960685	0.0249039805064578	0.304209931507569	0.150552142732815	0.0270517187715215	0.197329769583932	0.0961885520054769	0.314713375657594	0.276770780615885	0.141747198501014	-0.0188160186958854	0.121922539382624	0.130712238934033	0.11279418799227	0.141420272766729	0.132216274151357	0.24933383631187	0.0793451941014949	0.102741241935031	0.141003119355274	0.23477350081806	0	0.0771850228867701	0.0487611676652577	0.12634897173416	0.0310203829465545	0.279734832906878	0.517804181895199
PD1_25_PRE	0.0898969778273778	0.127053967630887	-0.016171316898329	0.0611621015579761	0.119966730749015	0.135992695981964	0.0887280771602532	0.116982218136826	0.0231349879961675	0.230639407888086	0.0846336338397772	-0.0506498495647173	0.138912386963885	0.108643391754336	0.318849279114371	0.263450942031913	0.0213135250253824	0.021189995260708	-0.00783616380284897	0.122182965746201	0.111768942200858	0.130307788501811	0.100134253880181	0.232533075841747	0.059206176198484	0.0957916020970517	0.116802761860663	0.237681430721921	0	0.0844066794832025	0.0541091527180844	0.0463126967903977	0.00735583154731769	0.236259828825604	0.406324039655348
PD1_27_PRE	0.159979688890515	0.0774928080455988	-0.0755649400193056	0.103553066733414	0.161902496726272	0.136750296314809	0.0208273356520868	0.135509946957335	0.0490009046434991	0.1811309753827	0.124710641080087	-0.0390674935712193	0.060016156474382	0.111578626921627	0.330760609563373	0.225651260632004	0.0719728829645028	0.0573217537385651	0.0327597732244432	0.164929613770464	0.141722428676822	0.192808321100922	0.0897901379076229	0.180918998532142	0.0158533373667702	0.0540598956835302	0.0128613290870201	0.257059150739293	0	0.015865757248833	0.0659138502835801	0.120093726849283	0.0261363343352858	0.234937688400561	0.263642672758214
PD1_29_PRE	0.0528213025918897	0.0626042971287247	0.00119074882859115	0.0431466881212916	0.124868383145218	0.134302606477916	0.0738067664376428	0.106304675020534	0.0107405811750107	0.192825743324393	0.088597878835866	-0.104339767082275	0.0860968136387414	0.119067448154457	0.300826196449359	0.220828313357559	0.0519218108793146	0.0281348355003433	-0.0177387743469679	0.120633346093772	0.0877210370386609	0.131437358865225	0.164760295893471	0.202577796085392	0.00848741827284173	0.0471430607336093	-0.0037514992481454	0.208290422987671	0	-0.0362001523991691	0.0955190818179164	0.0655664428261283	0.00603123951801248	0.213840689355736	0.274789461459394
PD1_2_PRE	0.173701867653682	0.176908038254608	0.0029764894255602	0.0990818765621733	0.15111334284759	0.178111667900113	0.20304827575174	0.161417545519663	0.0316800753916591	0.2537063277334	0.121898963221081	-0.0124684737267848	0.216165882565379	0.136926636834252	0.314947349027102	0.306446327445601	0.0465856245164337	0.00913158106291122	0.0649417742868812	0.141769666110748	0.136459598274106	0.134506569685245	0.12970032833922	0.191328250512829	0.070068812093086	0.111098478911312	0.161980773194407	0.218155196506429	0	0.0630145639645013	0.100752957093198	0.119460618639869	0.0674301814722243	0.280800295211543	0.478973322726252
